Sr,Date,URL,ID,User,Tweet,emotion_text2emotion
1517,2021-07-03 06:41:56+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411213601369690115,1.41E+18,SUMAIRAIRUMKHA1,"If the negligent attitude and such discouraging policies continue under which non-PhDs and retired people are being reappointed as faculty instead of fresh and energetic PhD doctors, Pakistan would face a severe shortage of PhDs in the future. #savePhDs",Fear
1518,2021-07-03 06:41:49+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411213571120377860,1.41E+18,SUMAIRAIRUMKHA1,This is estimated record of https://t.co/jrrrLn2qTU by the end of this year the number of jobless PhDs will cross 7000. #savePhDs https://t.co/jtoXw0gw3y,Fear
1519,2021-07-03 06:41:45+00:00,https://twitter.com/misba_zeeshan/status/1411213554628370436,1.41E+18,misba_zeeshan,"this is HEC policy
a picture of 10000000000 words  
#savePhDs https://t.co/fhO2DvjlRD",Fear
1520,2021-07-03 06:41:26+00:00,https://twitter.com/SR25732444/status/1411213477927165952,1.41E+18,SR25732444,"We jobless PhDs our only precious asset is our PhD degree and thesis verification by foreign evaluators. What else u want to check our caliber.We want jobs
#savePhDs
@ImranKhanPTI 
@Shafqat_Mahmood 
@92newschannel 
@humnewspakistan 
@ARYNEWSOFFICIAL 
@hecpkofficial",Fear
1521,2021-07-03 06:41:25+00:00,https://twitter.com/Dr_Qazi_M_Aamir/status/1411213473288278016,1.41E+18,Dr_Qazi_M_Aamir,"#savePhDs 
Who will solve problems of unemployed PhD Doctors in Pakistan. https://t.co/655aUyande",Fear
1522,2021-07-03 06:41:07+00:00,https://twitter.com/ImranaPhD/status/1411213394817032192,1.41E+18,ImranaPhD,Instead of take some serious steps they are promoting the deterioration of the higher education system #savePhDs @MaryamNSharif @BBhuttoZardari https://t.co/i5gtN6S5Kf,Fear
1523,2021-07-03 06:41:03+00:00,https://twitter.com/YasirSaeedRand1/status/1411213380711485440,1.41E+18,YasirSaeedRand1,"Poor policies of HEC is destroying PhDs future 
#savePhDs",Fear
1524,2021-07-03 06:39:33+00:00,https://twitter.com/Dr_Huda_Says/status/1411213001299009538,1.41E+18,Dr_Huda_Says,Unfortunately.... #savePhDs https://t.co/icPB1gXMwz,Sad
1525,2021-07-03 06:39:08+00:00,https://twitter.com/ImranaPhD/status/1411212899117371395,1.41E+18,ImranaPhD,Ipfp is only program which support fresh PhD degree holders entry in universities. Now a days this program has changed its policy and introduced pre-assessment test with50% marks criteria. This will result in very few applicants to be eligible for ipfp #savePhDs @hecpkofficial https://t.co/D3q5XqK1ua,Happy
1526,2021-07-03 06:38:58+00:00,https://twitter.com/Saira_Bhatti07/status/1411212856184430592,1.41E+18,Saira_Bhatti07,"there appears to be no guarantee that one can get a job even after earning a doctoral degree.
#savePhDs",Sad
1527,2021-07-03 06:38:50+00:00,https://twitter.com/ZunairaHabib2/status/1411212824072708100,1.41E+18,ZunairaHabib2,"#savePhDs
Stop hiring visiting faculty. We want justice. @AajKamranKhan @Shafqat_Mahmood @hecpkofficial @ImranKhanPTI https://t.co/6wOTNwb5mC",Fear
1528,2021-07-03 06:38:28+00:00,https://twitter.com/Zai2Afzal/status/1411212728555945985,1.41E+18,Zai2Afzal,"“PhD made me poorer, without money, but richer in thoughts"". #savePhDs @ImranKhanPTI @hecpkofficial @OfficialDGISPR @PakPMO @Shafqat_Mahmood @ShahramKTarakai @MuradSaeedPTI @fawadchaudhry",Sad
1529,2021-07-03 06:38:09+00:00,https://twitter.com/ImranaPhD/status/1411212649434648578,1.41E+18,ImranaPhD,Seriously #savePhDs @hecpkofficial https://t.co/mSZQLcvOf9,Surprise
1530,2021-07-03 06:37:47+00:00,https://twitter.com/Saira_Bhatti07/status/1411212558812561408,1.41E+18,Saira_Bhatti07,"Even a PhD has no job guarantees. https://t.co/8abdm36TRf
#savePhDs",Fear
1531,2021-07-03 06:37:27+00:00,https://twitter.com/ImranaPhD/status/1411212472325971968,1.41E+18,ImranaPhD,Brain drain is being promoted consistently #savePhDs @hecpkofficial https://t.co/1ksz2Hr7kg,Sad
1532,2021-07-03 06:37:13+00:00,https://twitter.com/misba_zeeshan/status/1411212414197063680,1.41E+18,misba_zeeshan,"speechless 
#savePhDs https://t.co/1MWCWQ7sUD",Surprise
1533,2021-07-03 06:37:00+00:00,https://twitter.com/ZunairaHabib2/status/1411212361113890827,1.41E+18,ZunairaHabib2,#savePhDs We want fair recruitment policy. https://t.co/WSG1g8oKSu,Fear
1534,2021-07-03 06:36:54+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411212336568975366,1.41E+18,SUMAIRAIRUMKHA1,#savePhDs poor bogus and unethical policies of HEC @PakPMO @Asad_Umar @ImranRiazKhan https://t.co/PWxqkP8bu8,Fear
1535,2021-07-03 06:36:25+00:00,https://twitter.com/Sobiajabeen6931/status/1411212211964592128,1.41E+18,Sobiajabeen6931,Stop injustic stop nepotism stop visiting faculty #savePhDs,Fear
1536,2021-07-03 06:35:31+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411211988651450369,1.41E+18,SUMAIRAIRUMKHA1,#savePhDs we are unable to pay 3000 plus on each fake advertisememt. HEC collected 2500 extra processing fee from the last year. @hecpkofficial @PakPMO https://t.co/hgKZhGZEOe,Sad
1537,2021-07-03 06:35:10+00:00,https://twitter.com/ImranaPhD/status/1411211901032349696,1.41E+18,ImranaPhD,PhDs are suffering in Pakistan due to their PhD degree and skills. #savePhDs @hecpkofficial @ImranKhanPTI @Shafqat_Mahmood https://t.co/KTPfulN5XV,Surprise
1538,2021-07-03 06:33:57+00:00,https://twitter.com/Dr_Huda_Says/status/1411211592444874753,1.41E+18,Dr_Huda_Says,"Whose responsibility is to create the jobs in both sectors?? Obviously a rich person and a Govt. institution with rich policy making brains. 
Are we laking both in Pakistan?? @ImranKhanPTI @hecpkofficial @ArifAlvi #savePhDs #IPFPforAllFreshPhds https://t.co/XjBnzBvujN",Fear
1539,2021-07-03 06:33:54+00:00,https://twitter.com/MSufianAnwer/status/1411211578511441922,1.41E+18,MSufianAnwer,"Why there is no use of PhDs in Pakistan. It is time to change HEC policies and preferences.
#SavePhDs https://t.co/YKgYSwr8Nj",Happy
1540,2021-07-03 06:33:39+00:00,https://twitter.com/Saifmicrobio/status/1411211516637032451,1.41E+18,Saifmicrobio,"HEC and Education reforms (govt) are not on the same page by destroying the highly qualified people, Sacked Tariq banori but following his education instructions. 
#savePhDs",Fear
1541,2021-07-03 06:33:09+00:00,https://twitter.com/ImranaPhD/status/1411211389973192706,1.41E+18,ImranaPhD,@SyedJll @Saira_Bhatti07 @hecpkofficial @Shafqat_Mahmood @ImranKhanPTI PhDs must be judged based upon the quality of research not the B.ED and M.ED based test. #savePhDs,Sad
1542,2021-07-03 06:32:43+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411211281391140865,1.41E+18,SUMAIRAIRUMKHA1,#savePhDs Now our pockets are empty. we can't even pay bankdrafts fee. Pardon us Please. @hecpkofficial @PakPMO https://t.co/hgKZhGZEOe,Sad
1543,2021-07-03 06:32:01+00:00,https://twitter.com/Dr_Huda_Says/status/1411211108099235843,1.41E+18,Dr_Huda_Says,"Unemployment, Financial pressure, Social pressure, No career development, faulty policies, less opportunities. a #BetweenJobs PhD is facing it all in Pakistan. #savePhDs #IPFPforAllFreshPhds https://t.co/zwot4lvCEk",Fear
1544,2021-07-03 06:31:48+00:00,https://twitter.com/AfifaPhd/status/1411211051207643138,1.41E+18,AfifaPhd,"PhDs in Pakistan are just like dehari-daar struggling for job whereas in EU,US Canada they are being utilized- my suggestion is, we should (all 3k PhDs) apply for immigration, as our govt fail to provide us jobs #savePhDs @ImranKhanPTI",Fear
1545,2021-07-03 06:30:47+00:00,https://twitter.com/SR25732444/status/1411210797355839488,1.41E+18,SR25732444,"We jobless PhDs are intellectual genius request to Govt to use our brains to take out Pakistan from this difficult situation 
#savePhDs
@ImranKhanPTI 
@Shafqat_Mahmood 
@ARYNEWSOFFICIAL 
@92newschannel 
@humnewspakistan 
@UsmanAKBuzdar",Surprise
1546,2021-07-03 06:30:21+00:00,https://twitter.com/ZuberaNaseem/status/1411210688698195971,1.41E+18,ZuberaNaseem,"#savePhDs #ipfp #IPFPforAllFreshPhds 
We are Pakistani, spend some time and think about us. We don't want to  go outside the country. We have many chances outside the country but we want to stay here.",Angry
1547,2021-07-03 06:30:20+00:00,https://twitter.com/ImranaPhD/status/1411210684122214400,1.41E+18,ImranaPhD,Universities are advertising same positions time and again to collect money in name of application fee. We pay 2k_5k RS as application fee and after few months same advertisements are given by universities without any hiring. #savePhDs @hecpkofficial @MoeedNj,Surprise
1548,2021-07-03 06:30:15+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411210663037386753,1.41E+18,SUMAIRAIRUMKHA1,#savePhDs Pakistani Govt. is in dormant mode. Our Govt. is just focusinG on Tax collection. @PakPMO https://t.co/CPeljJLrLY,Surprise
1549,2021-07-03 06:29:48+00:00,https://twitter.com/ImranaPhD/status/1411210549099122688,1.41E+18,ImranaPhD,Give jobs to PhDs they can do wonders in research and academia. #savePhDs save future of pakistan @Shafqat_Mahmood @ChMSarwar @UsmanAKBuzdar https://t.co/5dVpMOOFwh,Fear
1550,2021-07-03 06:29:16+00:00,https://twitter.com/imran_lakhiar/status/1411210414780817412,1.41E+18,imran_lakhiar,"It is requested to all my respected citizens of Pakistan. Ajj hum hen kal ap k olad bhe hosaktey  hai. 
Plz, join us on Twitter and retweet our #tag
#savePhDs",Sad
1551,2021-07-03 06:28:27+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411210208169299968,1.41E+18,SUMAIRAIRUMKHA1,#savePhDs Its not 1200 jobless PhDs are round about 7000. @PakPMO @hecpkofficial. HEC has all the data of jobless PhD but they don't want to show publically. #savePhDs https://t.co/wpySjwBLrf,Angry
1552,2021-07-03 06:27:46+00:00,https://twitter.com/ImranaPhD/status/1411210039055073281,1.41E+18,ImranaPhD,We have enough public and private universities in each district/division. It is dire need to hire fresh PhD faculty on tts/regular basis in order to improve the quality of education at higher education  #savePhDs @Shafqat_Mahmood @MoeedNj @MaryamNSharif @ArifAlvi @ChMSarwar https://t.co/Ul45G3pVem,Surprise
1553,2021-07-03 06:27:26+00:00,https://twitter.com/ZuberaNaseem/status/1411209951570235393,1.41E+18,ZuberaNaseem,"Universities are being run through visiting faculty members holding BS, MS degree holders. On the other hand senior professors are being hired as visiting faculty. There is no space for fresh PhDs in versities.#savePhDs @Shafqat_Mahmood @hecpkofficial @Dr_FirdousPTI @ChMSarwar",Surprise
1554,2021-07-03 06:27:23+00:00,https://twitter.com/ImranaPhD/status/1411209940744781824,1.41E+18,ImranaPhD,@imran_lakhiar @Saira_Bhatti07 @betterpakistan #savePhDs help us to creat a better Pakistan in real sense.,Sad
1555,2021-07-03 06:26:38+00:00,https://twitter.com/Arafatpep/status/1411209753838108672,1.41E+18,Arafatpep,@Sobiajabeen6931 @ImranKhanPTI Dear Pm @ImranKhanPTI save the future of high qualified PhDs #savePhDs.We need permanent https://t.co/NAQvO0fbCi year IPFP is not a permanent solution.,Fear
1556,2021-07-03 06:26:18+00:00,https://twitter.com/ImranaPhD/status/1411209669629128707,1.41E+18,ImranaPhD,We have the skills in our own domain. Why to waste this human capital? #savePhDs @hecpkofficial https://t.co/vqxSCXk1Il,Fear
1557,2021-07-03 06:24:08+00:00,https://twitter.com/AnmolImtiaz2/status/1411209124097015809,1.41E+18,AnmolImtiaz2,@Mehmood2Dr Please support #savePhDs,Surprise
1558,2021-07-03 06:24:02+00:00,https://twitter.com/DrMianAbdulAli1/status/1411209099241570309,1.41E+18,DrMianAbdulAli1,"To accommodate unemployed PhDs in Pakistani Universities is need of hour. 
#SavePhDs https://t.co/07uAAPOyJ9",Surprise
1559,2021-07-03 06:23:15+00:00,https://twitter.com/DrMianAbdulAli1/status/1411208899164770308,1.41E+18,DrMianAbdulAli1,"Jobless PhDs are on road and protesting for their right so please don’t play with their future.
#SavePhDs https://t.co/Tn1IWWeRtO",Fear
1560,2021-07-03 06:22:37+00:00,https://twitter.com/SyedAtizaz2/status/1411208740439744514,1.41E+18,SyedAtizaz2,"#savePhDs
@HEC
@ImranKhanPTI
After a hardwork, struggle, working in the labortory day and night, presentation, article writing ,thesis writing and dissertation I got Ph.D degree and it is the highest degree in education but I am still jobless. https://t.co/XRl8xye9lK",Happy
1561,2021-07-03 06:22:24+00:00,https://twitter.com/DrMianAbdulAli1/status/1411208687578927105,1.41E+18,DrMianAbdulAli1,"Why there is no use of PhDs in Pakistan. It is time to change HEC policies and preferences.
#SavePhDs https://t.co/Xd6mqZmIoO",Happy
1562,2021-07-03 06:21:28+00:00,https://twitter.com/DrMianAbdulAli1/status/1411208452542771200,1.41E+18,DrMianAbdulAli1,"We want justice for jobless PhDs in Pakistan
#SavePhDs https://t.co/aff0ryQKaL",Fear
1563,2021-07-03 06:21:06+00:00,https://twitter.com/SR25732444/status/1411208359047540740,1.41E+18,SR25732444,"We jobless PhDs demand permanent positions to work for Pakistan kindly allow us
#savePhDs
@ImranKhanPTI 
@Shafqat_Mahmood 
@92newschannel 
@ARYNEWSOFFICIAL 
@humnewspakistan 
@UsmanAKBuzdar 
@hecpkofficial",Happy
1564,2021-07-03 06:20:09+00:00,https://twitter.com/mansurkhattak/status/1411208119976443910,1.41E+18,mansurkhattak,"Instead of facilitating @hecpkofficial also started looting #unemployedPhDs &amp; charged 3000 Pkr against #IPFP, which used to be free &amp; open for all PhDs in Pre- Banuri era.
#IPFPforAllPhDs
@ImranKhanPTI plz #savePhDs",Happy
1565,2021-07-03 06:19:11+00:00,https://twitter.com/Sobiajabeen6931/status/1411207875767189505,1.41E+18,Sobiajabeen6931,No. Of admission in every discipline are rising in every university where as no faculty to serve them. Universities hiring visiting faculty which further lower the education standard all over the country. This ratio should be balance otherwise bann higher education. #savePhDs https://t.co/WUJy8sQrUV,Sad
1566,2021-07-03 06:18:56+00:00,https://twitter.com/Dr_MFaisal/status/1411207816128438273,1.41E+18,Dr_MFaisal,"Nowadays, attitude of Pakistan Government, HEC executive, and Media persons towards PhDs:
""We don't care; It's your problem""
#savePhDs",Fear
1567,2021-07-03 06:17:25+00:00,https://twitter.com/ImranaPhD/status/1411207434052513792,1.41E+18,ImranaPhD,Right now there more than 2k-3k PhDs who are jobless and serving as vsiting faculty. They earn less than 10k per month which is less than the daily wages ankinced4by the government. #savePhDs @Shafqat_Mahmood https://t.co/SpcAtvHMfU,Surprise
1568,2021-07-03 06:16:49+00:00,https://twitter.com/SR25732444/status/1411207279995654147,1.41E+18,SR25732444,"Stop PhD programs untill all jobless PhDs are adjusted 
#savePhDs
@ImranKhanPTI 
@Shafqat_Mahmood 
@ARYNEWSOFFICIAL 
@92newschannel 
@UsmanAKBuzdar",Surprise
1569,2021-07-03 06:16:11+00:00,https://twitter.com/misba_zeeshan/status/1411207120075247617,1.41E+18,misba_zeeshan,"save our brain 
utilize our research 
 #savePhDs https://t.co/ajE4NZfrxD",Surprise
1570,2021-07-03 06:14:30+00:00,https://twitter.com/DrMianAbdulAli1/status/1411206699680210950,1.41E+18,DrMianAbdulAli1,"PhD graduates abandoned job opportunities abroad in order to come back and serve their country.
#SavePhDs",Fear
1571,2021-07-03 06:13:10+00:00,https://twitter.com/chaudhary_nh/status/1411206364786049024,1.41E+18,chaudhary_nh,"How pakistan will develop when PhD degree holders are jobless, hec must develop such policies which engage jobless PhDs in productive work. @SHABAZGIL @KlasraRauf @MaleehaHashmey  @SdqJaan 
#savePhDs",Fear
1572,2021-07-03 06:13:09+00:00,https://twitter.com/ImranaPhD/status/1411206357961916416,1.41E+18,ImranaPhD,Bo more PhDs to be produced in country. This system cant adjust anymore PhDs. #savePhDs https://t.co/fHZtxAw4d8,Fear
1573,2021-07-03 06:09:10+00:00,https://twitter.com/Rabiair35818981/status/1411205355149971458,1.41E+18,Rabiair35818981,"PhDs are most hardworking people. Give us jobs so that we may serve our people, our nation. #savePhDs",Fear
1574,2021-07-03 06:08:25+00:00,https://twitter.com/ImranaPhD/status/1411205168473985025,1.41E+18,ImranaPhD,"Universities are being run through visiting faculty members holding BS, MS degree holders. On the other hand senior professors are being hired as visiting faculty. There is no space for fresh PhDs in versities.#savePhDs @Shafqat_Mahmood @hecpkofficial @Dr_FirdousPTI @ChMSarwar https://t.co/quY1ElTsgB",Surprise
1575,2021-07-03 06:07:29+00:00,https://twitter.com/Saira_Bhatti07/status/1411204932183670786,1.41E+18,Saira_Bhatti07,"Stop Nepotism , give us jobs in universities on merit.
#savePhDs",Fear
1576,2021-07-03 06:07:24+00:00,https://twitter.com/mansurkhattak/status/1411204913422606337,1.41E+18,mansurkhattak,"Exactly, many universities are running their programs with 1 PhD, 1 MS, and even they're on contract. The rest, visiting PhDs.
#savePhDs
#IPFPforAllPhDs https://t.co/QaWiEEzdhd",Fear
1577,2021-07-03 06:06:44+00:00,https://twitter.com/Saira_Bhatti07/status/1411204742903209984,1.41E+18,Saira_Bhatti07,"HEC should revise his policy. 
#savePhDs
#IPFPforallPhDs",Fear
1578,2021-07-03 06:06:32+00:00,https://twitter.com/misba_zeeshan/status/1411204694668611585,1.41E+18,misba_zeeshan,"#savePhDs 
i am jobless https://t.co/F1drLwtaIu",Surprise
1579,2021-07-03 06:06:30+00:00,https://twitter.com/ImranaPhD/status/1411204686951202819,1.41E+18,ImranaPhD,@DrMianAbdulAli1 @ImranKhanPTI PhDs need your attention right now.#savePhDs @hecpkofficial,Surprise
